id_lieu,annee_tournage,type_tournage,nom_tournage,nom_realisateur,nom_producteur,adresse_lieu,ardt_lieu,date_debut,date_fin,coord_x,coord_y,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2021-453,2021,Série TV,DROLE,Farid BENTOUMI - Bryan MARCIANO,LES FILMS DU KIOSQUE,"7 quai voltaire, 75007 paris",75007,2021-04-19,2021-04-19,2.33219203,48.8584674,Feature,"[2.3321920285404034, 48.858467395465134]",Point,2.3321920285404034,48.858467395465134
2021-996,2021,Téléfilm,MEMOIRE TROUBLE,DENIS MALLEVAL,FRANCE TV STUDIO,"36 quai des orfèvres, 75001 paris",75001,2021-07-29,2021-07-29,2.3434385,48.85525622,Feature,"[2.3434384974181564, 48.85525622232326]",Point,2.3434384974181564,48.85525622232326
2023-356,2023,Série TV,LA FIEVRE,Ziad DOUEIRI,QUAD+TEN,"32 rue de picardie, 75003 paris",75003,2023-04-06,2023-04-08,653307.424,6862894.126,Feature,"[2.363531728549239, 48.86438499807336]",Point,2.363531728549239,48.86438499807336
2023-635,2023,Long métrage,THE  KILLER QUAIS,John Woo,PENINSULA TELEVISION,"quai malaquais, 75006 paris",75006,2023-06-26,2023-06-26,651225.976,6862192.328,Feature,"[2.335241277202594, 48.85791958949224]",Point,2.335241277202594,48.85791958949224
2023-1347,2023,Série TV,MISKINA SAISON 2,"Melha BEDIA, Anthony MARCIANO",QUAD SERVICES,"place edith piaf, 75020 paris",75020,2023-10-26,2023-10-26,656395.874,6862905.095,Feature,"[2.405627735494583, 48.864700111451015]",Point,2.405627735494583,48.864700111451015
2024-94,2024,Série TV,THE BAKER AND THE BEAUTY,HERVÉ MIMRAN,TERENCE FILMS,"rue de passy, 75016 paris",75016,2024-06-03,2024-06-04,647166.708,6862207.338,Feature,"[2.2799171369077254, 48.857734457406494]",Point,2.2799171369077254,48.857734457406494
2024-857,2024,Série TV,EMILY IN PARIS SAISON 4,"Andrew Fleming, Erin Ehrlich, Peter Lauer",E.I.P S4,"quai de conti, 75006 paris",75006,2024-03-25,2024-03-25,651455.709,6862086.414,Feature,"[2.338384338966965, 48.856984469017036]",Point,2.338384338966965,48.85698446901704
2024-1007,2024,Série Web,DEAR YOU,Julien Carpentier,ELEPHANT STORY,"place vendôme, 75001 paris",75001,2024-05-14,2024-05-14,650810.455,6863223.659,Feature,"[2.329458900575733, 48.867162587812544]",Point,2.329458900575733,48.867162587812544
2020-212,2020,Série TV,FAMILY BUSINESS S2,IGOR GOTESMAN,SAS LES FILMS DU KIOSQUE,"22 place de la nation, 75012 paris",75012,2020-05-19,2020-05-19,2.39613956,48.84724538,Feature,"[2.3961395638037235, 48.847245379499746]",Point,2.3961395638037235,48.84724537949975
2020-268,2020,Série TV,Je Te Promets,Renaud Bertrand,Authentic Prod,"1 place charles dullin, 75018 paris",75018,2020-06-30,2020-06-30,2.34247348,48.88337997,Feature,"[2.3424734760864694, 48.8833799681319]",Point,2.3424734760864694,48.8833799681319
2022-173,2022,Série TV,TIKKOUN seconde equipe,Xavier Giannoli,CURIOSA FILMS,"route d'auteuil aux lacs, 75016 paris",75016,2022-03-18,2022-03-18,645252.8945,6861610.7179,Feature,"[2.253911478568249, 48.85220936395767]",Point,2.253911478568249,48.85220936395767
2022-271,2022,Téléfilm,BALTHAZAR 33 à 35,FRANCK BRETT,BEAUBOURG STORIES,"64 rue botzaris, 75019 paris",75019,2022-04-07,2022-04-07,654936.763,6864546.923,Feature,"[2.3855650924787084, 48.87936433739455]",Point,2.3855650924787084,48.87936433739455
2022-1249,2022,Long métrage,WASP2022,Woody ALLEN,PETITE FLEUR PRODUCTIONS,"77 rue monge, 75005 paris",75005,2022-11-02,2022-11-02,652465.172,6860511.879,Feature,"[2.3523178168651278, 48.84290001301564]",Point,2.352317816865128,48.84290001301564
2023-711,2023,Série TV,LA CAGE,"Franck GASTAMBIDE, Davis KRESPINE",MANDARIN TELEVISION,"jardins du trocadero, 75116 paris",75116,2023-07-04,2023-07-04,647908.42,6862497.591,Feature,"[2.289990062717803, 48.86040505321347]",Point,2.289990062717803,48.86040505321347
2024-2,2024,Long métrage,Les chèvres aussi s'évanouissent,Marie Rémond,FILMS GRAND HUIT,"4 boulevard beaumarchais, 75011 paris",75011,2024-04-30,2024-04-30,653703.716,6861796.467,Feature,"[2.3690529215388425, 48.85454246636065]",Point,2.3690529215388425,48.85454246636065
2018-845,2018,Série TV,KILLING EVE,Damon Thomas,GEM FILMS,"10 rue philippe de girard, 75010 paris",75010,2018-07-19,2018-07-19,2.36198948,48.88134065,Feature,"[2.3619894819878646, 48.88134064840332]",Point,2.3619894819878646,48.88134064840332
2016-505,2016,Téléfilm,NADIA,LEA MAZER,MURMURES PRODUCTIONS,33  AVENUE  DE SAINT MANDE ANGLE BOULEVARD PICPUS,75012,2016-04-12,2016-04-12,2.401011,48.844956,Feature,"[2.4010110005440444, 48.84495599964126]",Point,2.4010110005440444,48.84495599964126
2016-534,2016,Long métrage,DIANE A LES EPAULES,FABIEN GORGEART,PETIT FILM,33  AVENUE  FOCH,75016,2016-08-19,2016-08-19,2.286099,48.872295,Feature,"[2.2860989997890293, 48.8722950003484]",Point,2.2860989997890293,48.8722950003484
2019-1084,2019,Long métrage,Par-dessus l'épaule de Jonas,Jérôme Bonnell,DIAPHANA FILMS,"rue daru, 75008 paris",75008,2019-09-03,2019-09-03,2.30168628,48.87788104,Feature,"[2.3016862840543624, 48.87788103861129]",Point,2.3016862840543624,48.87788103861129
2018-1213,2018,Long métrage,Patrick,Goncalo Waddington,1015 Productions,"18 rue de dunkerque, 75010 paris",75010,2018-10-11,2018-10-11,2.35355035,48.88038045,Feature,"[2.353550354253566, 48.88038045203057]",Point,2.353550354253566,48.88038045203057
2018-741,2018,Long métrage,CHANSON DOUCE,LUCIE BORLETEAU,WHY NOT PRODUCTIONS,"16 rue jean-pierre timbaud, 75011 paris",75011,2018-06-25,2018-06-26,2.36826608,48.86524349,Feature,"[2.3682660841124177, 48.865243485170026]",Point,2.3682660841124177,48.865243485170026
2017-1621,2017,Long métrage,voyez comme on danse,Michel Blanc,les films du 24,"11 rue du figuier, 75004 paris",75004,2017-08-28,2017-08-28,2.35896185,48.85395064,Feature,"[2.358961851995066, 48.853950640460944]",Point,2.358961851995066,48.853950640460944
2019-192,2019,Série TV,FAMILY BUSINESS S1,IGOR GOTESMAN,SAS LES FILMS DU KIOSQUE,"place edwige feuillère, 75007 paris",75007,2019-02-19,2019-02-19,2.30121377,48.85963901,Feature,"[2.301213774091084, 48.85963900891699]",Point,2.301213774091084,48.85963900891699
2016-1996,2016,Série TV,THE PACKAGE,CHANG KEUN CHUN,BH PARIS MEDIA PRODUCTIONS,AVENUE  GUSTAVE EIFFEL,75007,2016-10-12,2016-10-12,2.294681,48.857581,Feature,"[2.294681000512787, 48.857580999790834]",Point,2.294681000512787,48.857580999790834
2019-1687,2019,Série TV,ASTRID ET RAPHAËLLE,FREDERIC BERTHE,JLA PRODUCTIONS,"place de l'opéra, 75009 paris",75009,2019-12-03,2019-12-03,2.33187457,48.8710898,Feature,"[2.331874565395843, 48.87108979466137]",Point,2.331874565395843,48.87108979466137
2019-971,2019,Série TV,BARON NOIR / DEUXIEME BLOC,ANTOINE CHEVROLLIER,KWAÏ,"6 rue du bastion, 75017 paris",75017,2019-08-16,2019-08-16,2.31059472,48.89435573,Feature,"[2.3105947160543283, 48.894355726609774]",Point,2.3105947160543283,48.894355726609774
2016-2429,2016,Long métrage,LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,HAUT ET COURT,9 ET 11  RUE  BOUCHUT,75015,2016-10-25,2016-10-25,2.309895,48.846999,Feature,"[2.309894999974473, 48.84699899991173]",Point,2.309894999974473,48.84699899991173
2021-1222,2021,Série TV,THEODOSIA SAISON 1,Matthias Hoene et Alex Jacob,COTTONWOOD MEDIA,"place de la concorde, 75008 paris",75008,2021-08-22,2021-08-22,2.32053484,48.8666995,Feature,"[2.320534842202644, 48.8666994946828]",Point,2.320534842202644,48.8666994946828
2016-2348,2016,Long métrage,SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,EUROPA CORP,19  AVENUE  KLEBER/THE PENINSULA,75016,2016-08-08,2016-08-08,2.293316,48.871009,Feature,"[2.2933159997027497, 48.87100900008343]",Point,2.2933159997027497,48.87100900008343
2018-44,2018,Long métrage,L'Enkas,Sarah Marx,La rumeur filme,"158 rue damrémont, 75018 paris",75018,2018-01-16,2018-01-17,2.33871128,48.8967102,Feature,"[2.3387112827517664, 48.896710197589]",Point,2.3387112827517664,48.896710197589
2017-1232,2017,Série TV,CHRONIQUES PARISIENNES 23,ZABOU BREITMAN,LES FILMS DU KIOSQUE,"place louis armand, 75012 paris",75012,2017-05-24,2017-05-24,2.37276353,48.84547259,Feature,"[2.3727635262810307, 48.845472584475594]",Point,2.3727635262810307,48.8454725844756
2016-1977,2016,Long métrage,LA FILLE DE BREST,EMMANUELLE BERCOT,HAUT ET COURT,7  ESPLANADE  HENRI DE FRANCE,75015,2016-01-22,2016-01-22,2.270661,48.838487,Feature,"[2.270660999955719, 48.83848700036098]",Point,2.270660999955719,48.83848700036098
2021-542,2021,Série TV,TOUTES CES CHOSES QU’ON NE S’EST PAS DITES,Miguel Courtois,TCC,"35 rue de montreuil, 75011 paris",75011,2021-05-14,2021-05-14,2.38672287,48.85050895,Feature,"[2.386722872240363, 48.85050894724277]",Point,2.386722872240363,48.85050894724277
2016-1768,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,PLACE  DALIDA,75018,2016-02-25,2016-02-25,2.340543,48.886576,Feature,"[2.3405430000015848, 48.88657600044024]",Point,2.3405430000015848,48.88657600044024
2018-1302,2018,Long métrage,Belle Fille,Méliane Marcaggi,My Family,"12 rue lambert, 75018 paris",75018,2018-11-05,2018-11-06,2.34570846,48.88884165,Feature,"[2.34570845975265, 48.88884164528226]",Point,2.34570845975265,48.88884164528226
2020-76,2020,Série TV,Je Te Promets,"Arnaud Selignac,",Authentic Prod,"1 place charles dullin, 75018 paris",75018,2020-02-10,2020-02-11,2.34247348,48.88337997,Feature,"[2.3424734760864694, 48.8833799681319]",Point,2.3424734760864694,48.8833799681319
2022-122,2022,Série TV,LUPIN,Daniel Grou,GAUMONT PRODUCTION TELEVISION,"151 rue de la roquette, 75011 paris",75011,2022-02-17,2022-02-17,654969.291,6862332.285,Feature,"[2.3862432975735866, 48.859450742565734]",Point,2.3862432975735866,48.85945074256573
2022-180,2022,Série TV,PARIS POLICE 1905,Julien DESPAUX,TETRA MEDIA FICTION,"rue portalis, 75008 paris",75008,2022-03-23,2022-03-23,650115.4031,6864462.767,Feature,"[2.3198390776989894, 48.87825211536605]",Point,2.319839077698989,48.87825211536605
2022-384,2022,Série TV,Damage,Glenn Leyburn et Lisa Barros D'sa,Froggie and Co,"42 boulevard henri iv, 75004 paris",75004,2022-05-15,2022-05-16,653551.273,6861555.077,Feature,"[2.367001818720744, 48.8523606867433]",Point,2.367001818720744,48.8523606867433
2022-626,2022,Série TV,TIKKOUN,XAVIER GIANNOLI,CURIOSA FILMS,"21 avenue george v, 75008 paris",75008,2022-06-28,2022-07-02,648720.359,6863253.221,Feature,"[2.300965060712126, 48.867265425325854]",Point,2.300965060712126,48.867265425325854
2022-1384,2022,Long métrage,Good Grief,Dan Levy,Petite Fleur Productions,"5 place du général catroux, 75017 paris",75017,2022-11-28,2022-11-28,649386.091,6864923.889,Feature,"[2.3098406860060683, 48.882341927434155]",Point,2.3098406860060683,48.88234192743416
2023-66,2023,Série TV,Irrésistible,Antony CORDIER et Laure DE BUTLER,Jour Premier Production,"place armand carrel, 75019 paris",75019,2023-01-13,2023-01-13,654702.333,6864882.01,Feature,"[2.382333043124229, 48.882361239112306]",Point,2.382333043124229,48.88236123911231
2023-800,2023,Téléfilm,Kali,Julien Seri,Daigoro Films,"10 rue du débarcadère, 75017 paris",75017,2023-07-31,2023-08-01,647687.458,6864458.225,Feature,"[2.2867371217208037, 48.87801861927556]",Point,2.286737121720804,48.87801861927556
2023-1413,2023,Série TV,Ça c'est Paris !,Marc Fitoussi,Mon Voisin Productions,"9 place des vosges, 75004 paris",75004,2023-11-27,2023-11-27,653358.631,6861883.148,Feature,"[2.36434063700701, 48.855297092655995]",Point,2.36434063700701,48.855297092656
2019-247,2019,Série TV,L'Attaché,Eli Ben-David,SKM Productions,"108 quai de jemmapes, 75010 paris",75010,2019-03-12,2019-03-12,2.36364776,48.87412826,Feature,"[2.3636477576507198, 48.87412826239391]",Point,2.36364775765072,48.87412826239391
2016-672,2016,Long métrage,LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,RUE  HONORE CHEVALIER,75006,2016-08-30,2016-08-30,2.331989,48.849321,Feature,"[2.3319890004048673, 48.849320999977635]",Point,2.331989000404868,48.84932099997764
2020-650,2020,Série TV,UNE MERE PARFAITE,FRED GARSON,QUAD DRAMA - UNE MERE PARFAITE,"place du président mithouard, 75007 paris",75007,2020-10-15,2020-10-16,2.31240258,48.85045564,Feature,"[2.3124025780023962, 48.85045564197077]",Point,2.312402578002396,48.85045564197077
2019-1681,2019,Long métrage,Tendre et saignant,Christopher Thompson,Les Films du Cap,"164 avenue jean jaurès, 75019 paris",75019,2019-11-29,2019-11-29,2.38829914,48.88736138,Feature,"[2.3882991353716636, 48.8873613774076]",Point,2.388299135371664,48.8873613774076
2019-899,2019,Série TV,The Eddy,Damien Chazelle,atlantique productions,"37 boulevard jourdan, 75014 paris",75014,2019-08-06,2019-08-08,2.33533594,48.82086368,Feature,"[2.335335944352905, 48.82086368244478]",Point,2.335335944352905,48.82086368244478
2019-522,2019,Série TV,The Eddy,Damien Chazelle,atlantique productions,"28 boulevard jourdan, 75014 paris",75014,2019-05-23,2019-05-24,2.33460715,48.82142413,Feature,"[2.3346071504113572, 48.821424125930974]",Point,2.334607150411357,48.821424125930974
2021-1398,2021,Série TV,IRMA VEP SERIAL M 8,Olivier Assayas,LES FILMS MYSTERIEUX,"3 rue de lisbonne, 75008 paris",75008,2021-09-27,2021-09-27,2.31748648,48.87775138,Feature,"[2.3174864787234464, 48.87775138401691]",Point,2.3174864787234464,48.87775138401691
2021-1477,2021,Série Web,SKAM FRANCE 9 ET 10 PLANS D'ENSEMBLE (ESTAS),SHIRLEY MONSARRAT,GETEVE PRODUCTIONS,"9 rue aux ours, 75003 paris",75003,2021-10-13,2021-10-14,2.35188341,48.86303792,Feature,"[2.351883412692162, 48.8630379226683]",Point,2.351883412692162,48.8630379226683
2016-2421,2016,Long métrage,H4-93,OLIVIER AYACHE VIDAL,L'ATELIER DE PRODUCTION,RUE  DE MEDECIS,75005,2016-08-03,2016-08-03,2.35251,48.849157,Feature,"[2.352509999908378, 48.84915700021959]",Point,2.352509999908378,48.84915700021959
2020-988,2020,Série TV,PLAN B,Christophe CAMPOS,Gaumont Production Télévision,"avenue hussein 1er de jordanie, 75116 paris",75116,2020-12-03,2020-12-03,2.28906637,48.86174998,Feature,"[2.2890663653593615, 48.86174997591287]",Point,2.289066365359361,48.86174997591287
2021-1158,2021,Long métrage,Avant l'effondrement,Benoît et Alice ZENITER,Elzevir Films,"118 rue des poissonniers, 75018 paris",75018,2021-08-12,2021-08-12,2.35301439,48.89449171,Feature,"[2.353014385266064, 48.89449171356887]",Point,2.353014385266064,48.89449171356887
2017-645,2017,Série TV,ALICE NEVERS,vincent giovanni,EGO PRoductions,"75 rue de la santé, 75013 paris",75013,2017-10-19,2017-10-19,2.34127115,48.83219984,Feature,"[2.341271151450472, 48.83219983478776]",Point,2.341271151450472,48.83219983478776
2017-390,2017,Long métrage,Tout ce qu'il me reste de la revolution,Judith Davis,Apsara Films,"212 boulevard voltaire, 75011 paris",75011,2017-09-15,2017-09-15,2.3875832,48.85316004,Feature,"[2.387583196874914, 48.853160038359924]",Point,2.387583196874914,48.85316003835992
2019-733,2019,Long métrage,PARENT D'ELEVE,NOEMIE SAGLIO,RECTANGLE PRODUCTIONS,"rue de rambouillet, 75012 paris",75012,2019-07-02,2019-07-02,2.37853287,48.84315102,Feature,"[2.378532872335931, 48.84315101445474]",Point,2.378532872335931,48.84315101445474
2017-1567,2017,Long métrage,Un homme pressé,,Albertine Productions,"place georges mulot, 75015 paris",75015,2017-07-17,2017-07-17,2.30996607,48.84698001,Feature,"[2.3099660729815525, 48.84698000789973]",Point,2.3099660729815525,48.84698000789973
2017-83,2017,Série TV,CHRONIQUES PARISIENNES 7,ZABOU BREITMAN,LES FILMS DU KIOSQUE,"4 rue du faubourg poissonnière, 75010 paris",75010,2017-03-02,2017-03-02,2.34798992,48.87105309,Feature,"[2.347989919368207, 48.87105308802619]",Point,2.347989919368207,48.87105308802619
2018-435,2018,Série TV,ALICE NEVERS,VINCENT GIOVANNI,EGO PRoductions,"6 passage de ménilmontant, 75011 paris",75011,2018-04-06,2018-04-07,2.38209666,48.86483663,Feature,"[2.382096660165509, 48.86483662806313]",Point,2.382096660165509,48.86483662806313
2017-191,2017,Long métrage,BIG BANG,CECILIA ROUAUD,FIRELIGHT,"rue du buis, 75016 paris",75016,2017-03-27,2017-03-28,2.26779895,48.84720526,Feature,"[2.2677989511385825, 48.847205261242806]",Point,2.2677989511385825,48.847205261242806
2017-1609,2017,Long métrage,AMANDA,Mikhael Hers,Nord-Ouest films,"29 boulevard de l'hôpital, 75013 paris",75013,2017-08-08,2017-08-08,2.3630065,48.84093157,Feature,"[2.3630064965549877, 48.84093156507914]",Point,2.363006496554988,48.84093156507914
2017-938,2017,Long métrage,Le Suicide d'Emma Peeters,Nicole Palo,TAKE FIVE sprl,"24 boulevard de bonne nouvelle, 75010 paris",75010,2017-11-16,2017-11-16,2.3504609,48.87042518,Feature,"[2.3504608957855675, 48.87042517617775]",Point,2.3504608957855675,48.87042517617775
2017-1527,2017,Long métrage,Cold war,Pawel PAWLIKOWSKI,Philippe Lelièvre,"15 boulevard delessert, 75016 paris",75016,2017-07-17,2017-07-17,2.28639237,48.85875547,Feature,"[2.2863923676818176, 48.85875547014195]",Point,2.2863923676818176,48.85875547014195
2017-156,2017,Téléfilm,JE NE SUIS PAS UN HOMME FACILE,ELEONORE POURRIAT,FILM INVADERS,"pont neuf, 75001 paris",75001,2017-03-22,2017-03-22,2.34248745,48.85849331,Feature,"[2.342487451056846, 48.85849330754624]",Point,2.342487451056846,48.85849330754624
2021-584,2021,Série TV,Emily in Paris,Darren Star,EIP PRODUCTIONS,"5 place de la porte de saint-cloud, 75016 paris",75016,2021-05-17,2021-05-17,2.25715658,48.83726907,Feature,"[2.2571565802458915, 48.837269070991155]",Point,2.2571565802458915,48.83726907099116
2016-1778,2016,Série TV,CHEFS - SAISON 2,ARNAUD MALHERBE,CALT PRODUCTION,QUAI  DE LA TOURNELLE,75005,2016-04-25,2016-04-25,2.353049,48.850425,Feature,"[2.3530489993226684, 48.85042500041829]",Point,2.3530489993226684,48.85042500041829
2019-1656,2019,Série TV,SI tu vas bien,Tien-Jen HUANG,Vilmus Media,"place colette, 75001 paris",75001,2019-11-28,2019-11-29,2.33557669,48.86326763,Feature,"[2.335576692706595, 48.863267626438464]",Point,2.335576692706595,48.863267626438464
2021-344,2021,Long métrage,Trois Nuits Par Semaine,Florent GOUËLOU,Yukunkun Productions,"12 place de la république, 75010 paris",75010,2021-03-30,2021-03-31,2.36383286,48.86822852,Feature,"[2.3638328554105454, 48.86822851709552]",Point,2.363832855410545,48.86822851709552
2021-784,2021,Long métrage,Sul più bello,,BEHIND BLUE EYES,"esplanade gaston monnerville, 75006 paris",75006,2021-06-21,2021-06-21,2.33702514,48.84414839,Feature,"[2.3370251380377303, 48.8441483851907]",Point,2.3370251380377303,48.8441483851907
2020-474,2020,Série TV,J'AI MENTI,FREDERIC BERTHE,LES FILMS DU 24,"place de la république, 75011 paris",75011,2020-09-23,2020-09-23,2.36479185,48.86635144,Feature,"[2.364791850060801, 48.866351441926426]",Point,2.364791850060801,48.866351441926426
2022-170,2022,Série TV,Detox,Marie Jardillier,CHAPKA TV,"103 rue saint-dominique, 75007 paris",75007,2022-03-11,2022-03-11,649107.378,6862377.603,Feature,"[2.306345415133947, 48.85942185691307]",Point,2.306345415133947,48.85942185691307
2022-571,2022,Série TV,EMILY IN PARIS SAISON 3,"ANDREW FLEMING, ERIN EHRLICH, PETER LAUER, KATINA MEDINA MORA",EIPS3,"30 rue de montpensier, 75001 paris",75001,2022-06-17,2022-06-18,651378.277,6863033.902,Feature,"[2.33722067140968, 48.865499251601506]",Point,2.33722067140968,48.86549925160151
2022-1396,2022,Série TV,ICON OF FRENCH CINEMA,JUDITH GODRECHE,CPB FILMS,"1 rue jean macé, 75011 paris",75011,2022-11-28,2022-11-28,654828.332,6861589.576,Feature,"[2.384401058982677, 48.852761736667404]",Point,2.384401058982677,48.85276173666741
2022-1442,2022,Série TV,ASTRID ET RAPHAËLLE SAISON 4,Corinne Bergas,JLA PRODUCTIONS,"18 boulevard saint-jacques, 75014 paris",75014,2022-12-09,2022-12-09,651522.27,6859370.714,Feature,"[2.3396010098879265, 48.83256721860631]",Point,2.3396010098879265,48.83256721860631
2022-1492,2022,Long métrage,LA VIE SAUVAGE,Victoria MUSIEDLAK,LIGNE 2,"26 avenue de la porte de saint-ouen, 75018 paris",75018,2022-12-28,2022-12-28,650880.509,6866798.845,Feature,"[2.3300002972270266, 48.89931839667957]",Point,2.3300002972270266,48.89931839667957
2023-510,2023,Série TV,DANS L'OMBRE,PIERRE SCHOELLER et GUILLAUME SENEZ,DEUXIEME LIGNE FILMS,"32 avenue george v, 75008 paris",75008,2023-05-12,2023-05-12,648753.071,6863435.126,Feature,"[2.3013890233513474, 48.86890385749858]",Point,2.3013890233513474,48.86890385749858
