annee_passage,date_passage,adresse,complement_d_adresse,code_postal,protection,voeu,resolution,siecle_de_construction,date_de_construction,designation,architecte,type_de_travaux_1,type_de_travaux_2,intervention,url_document_de_seance,doc_seance,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2005,2005-07-05,4 rue Jean Ferrandi,,75006,['Protection Ville de Paris'],"Recommandation pour une harmonisation du projet d'aménagement de l'immeuble situé au 4, rue Jean Ferrandi (6e arr.)La Commission du vieux Paris, réunie le 5 juillet 2005 à l'Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a recommandé que le projet d'aménagement de la toiture de l'immeuble situé 4, rue Jean Ferrandi, prenne mieux en compte le caractère ancien de l'édifice et que les lucarnes prévues sur la cour soient dessinées d'après un modèle du 18e siècle.",Vœu,XVIII,,,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3229742530680046, 48.847304531648085]",Point,2.3229742530680046,48.847304531648085
2005,2005-07-05,49 boulevard des Invalides,49 boulevard des Invalides  / 22 rue Oudinot,75007,['Plan de sauvegarde et de mise en valeur'],"Vœu pour une meilleure prise en compte de l'aménagement et la décoration intérieurs de l'immeuble au 49, boulevard des Invalides et 22, rue Oudinot (7e arr.)La Commission du vieux Paris, réunie le 5 juillet 2005 à l'Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a formé le voeu que le plus grand soin soit apporté au respect de la distribution ancienne et à la conservation des décors de l'immeuble 49, boulevard des Invalides et 22, rue Oudinot, ancienne demeure de l'architecte Brongniart aménagée en 1881 par l'architecte Eugène Charpentier pour le vicomte de Luppé.",Vœu,XVIII,1881,maison Brongniart puis hôtel de Luppé,Alexandre-Théodore Brongniart ; Charles Rohault de Fleury  ; Eugène-Joseph Charpentier,Circulations intérieures,Décors,,Bientôt disponible,Bientôt disponible,Feature,"[2.3153086065002473, 48.849663370779155]",Point,2.3153086065002473,48.849663370779155
2006,2006-09-12,80 rue de Lourmel,80-86 rue de Lourmel,75015,['Aucune'],"La Commission du vieux Paris, réunie le 12 septembre 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu en faveur de la conservation et l’adaptation à un programme adéquat du garage à voûte de béton en voile mince et structure métallique formant sheds au 80B-86 rue de Lourmel (15e arr.). Conçu en 1949 par l’architecte Georges Planche, ancien élève de l’atelier André à l’Ecole des Beaux Arts, collaborateur de Paul Guadet, architecte-adjoint puis sous-inspecteur du service d’architecture de la ville de Paris et architecte du Ministère des P.T.T., cet édifice constitue un important témoignage de la production architecturale de l’après-guerre et des savoir-faire techniques de la construction en béton.",Vœu,XX,1949,,Georges Planche,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/b3c9b024ea9e526c660d2c48ca695925.pdf,Disponible,Feature,"[2.2875200299060916, 48.84531279123897]",Point,2.2875200299060916,48.84531279123897
2007,2007-06-12,17 rue du Vertbois,,75003,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 12 juin 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a consenti à la démolition d’un imposant mur porteur de conduits de fumée existant afin d’améliorer l’habitabilité de la dernière travée côté rue du Vertbois, et a formé un vœu en faveur de la conservation et la restauration des lucarnes existantes et de l’escalier principal à rampe de bois datant du XVIIe siècle au 17 rue du Vertbois (3e arr.), l’ensemble étant protégé au titre du Plan Local d’Urbanisme.",Vœu,XVII,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/5f5a709b9b2491a8253c4518361db5c0.pdf,Disponible,Feature,"[2.358095534104752, 48.8669596164438]",Point,2.358095534104752,48.8669596164438
2006,2006-01-17,6 rue Varet,6-8 rue Varet,75015,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.2809432044067446, 48.83983731365403]",Point,2.2809432044067446,48.83983731365403
2006,2006-12-20,10 rue des Rondeaux,2-4 rue Charles Renouvier  / 10 rue des Rondeaux,75020,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/ac31e0d0c7567be947869abf801b3a63.pdf,Disponible,Feature,"[2.3993837322121503, 48.86137710743674]",Point,2.3993837322121503,48.86137710743674
2006,2006-09-12,54 boulevard Garibaldi,,75015,['Aucune'],"La Commission du vieux Paris, réunie le 12 septembre 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a approuvé le nouveau projet qui, conformément au vœu émis par la Commission, conserve la façade existante sur cour de l’immeuble des années 1860-1870 au 54 boulevard Garibaldi (15e arr.)",Vœu,XIX,,,,Démolition partielle,Façade,,https://cdn.paris.fr/paris/2019/07/24/b3c9b024ea9e526c660d2c48ca695925.pdf,Disponible,Feature,"[2.3064990015276368, 48.846259128012704]",Point,2.3064990015276368,48.846259128012704
2005,2005-11-24,221 rue du Faubourg Saint-Honoré,221-225 rue du Faubourg Saint-Honoré,75008,['Aucune'],"Refus de régulariser les travaux de prolongement des escaliers principaux et de destruction d’un escalier de service au 6e étage dans chaque immeuble de l’ensemble architectural cohérent du square du Roule au 1-7/2-6,  et 221-225,  rue du Faubourg Saint-Honoré (8e arr.)   La Commission du vieux Paris, réunie le 24 novembre 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a exprimé son refus de régulariser les travaux de prolongement des escaliers principaux et de destruction d’un escalier de service au 6e étage de chaque immeuble de l’ensemble architectural cohérent du square du Roule, construit en 1882 par Landry pour la Compagnie d’Assurances Générale  sur la Vie et situés au 1-7/2-6,  et 221-225, rue du Faubourg Saint-Honoré (8e arr.)",Vœu,XIX,1882,,Landry,Circulations intérieures,,,Bientôt disponible,Bientôt disponible,Feature,"[2.300354143644129, 48.87701067632015]",Point,2.300354143644129,48.87701067632015
2005,2005-11-24,37 rue Washington,,75008,['Aucune'],"Protestation contre les travaux d’installation d’ascenseurs dans les cages d’escalier du 37, rue de Washington (8e arr.) effectués sans attendre la  délivrance des autorisations.La Commission du vieux Paris, réunie le 24 novembre 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a protesté contre les travaux d’installation d’ascenseurs dans les vides des cages d’escalier des bâtiments sur rue et sur cour du 37, rue de Washington (8e arr.), sans attendre la  délivrance des autorisations.",Vœu,XIX,,,,Circulations intérieures,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3041122006867316, 48.87394958091795]",Point,2.3041122006867316,48.87394958091795
2005,2005-11-24,47 rue Sedaine,47-49 rue Sedaine,75011,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3750667505329943, 48.85718363733121]",Point,2.3750667505329943,48.85718363733121
2010,2010-09-15,49 rue Raymond Losserand,,75014,['Aucune'],,Pas de résolution,XIX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/e01b90900ead655d5dc7870afc3bb82e.pdf,Disponible,Feature,"[2.320090201317275, 48.83491411196882]",Point,2.320090201317275,48.83491411196882
2006,2006-12-20,15 rue Antoine Bourdelle,1-5 rue Armand Moisant  / 15 rue Antoine Bourdelle,75015,['Protection Ville de Paris'],,Pas de résolution,XX,1908 ; 1954,école de la Chambre du Commerce et de l'Industrie de Paris,Louis Masson-Detourbet ; Alexis Dresse  ; Léon Oudin,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/ac31e0d0c7567be947869abf801b3a63.pdf,Disponible,Feature,"[2.3178828677899816, 48.84287731722413]",Point,2.3178828677899816,48.84287731722413
2009,2009-10-27,19 rue du Faubourg Poissonnière,19-21 rue du Faubourg Poissonnière,75009,['Protection Ville de Paris'],"Levée de vœu au 19-21, rue du Faubourg Poissonnière (9e arr.)La Commission du Vieux Paris, réunie le 27 octobre 2009 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a pris acte du nouveau projet de réhabilitation de la petite maison de fond de parcelle, œuvre de jeunesse de Jacques-Ignace Hittorff, qui renonce à surélever le bâtiment, conformément à la demande de la Commission.Le projet de surélévation étant abandonné, la Commission lève donc le vœu adopté le 20 janvier 2009.",Vœu,XVIII,,Maison de Bélanger et Hittorff,François-Joseph Bélanger  ; Jacques-Ignace Hittorff,Surélévation,,,https://cdn.paris.fr/paris/2020/02/26/938b735f8810bf8ce5b143ea6502d796.pdf,Disponible,Feature,"[2.34779643210737, 48.87239358733365]",Point,2.34779643210737,48.87239358733365
2007,2007-05-03,6 avenue de la Porte de Vincennes,6-14 avenue de la Porte de Vincennes  / 3-9 rue Fernand Foureau,75012,['Aucune'],"La Commission du vieux Paris, réunie le 3 mai 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a approuvé la nouvelle proposition qui conserve l’ordonnance des portiques appartenant au projet initial de 400 logements sociaux, conçu à l’initiative de la RIVP, dont la première tranche a été élaborée à partir de 1954 par l’architecte Pierre Bailleau, et la seconde tranche initiée en 1958 par les architectes Roger Dhuit et Jean-Claude Dondel. Cet ensemble de logement social aux belles façades de pierre de taille dans une écriture moderne, marquant de manière monumentale la porte de Vincennes, pourrait figurer sur la liste supplémentaire du patrimoine protégé au titre du PLU.",Vœu,XX,1954,,Pierre Bailleau ; Roger Dhuit  ; Jean-Claude Dondel,Façade,Protection,,https://cdn.paris.fr/paris/2020/02/26/2f867b5c9d4093030ff3570eefabda40.pdf,Disponible,Feature,"[2.4119566198465616, 48.8465807025964]",Point,2.4119566198465616,48.8465807025964
2007,2007-01-25,49 rue Blanche,,75009,['Aucune'],"La Commission du vieux Paris, réunie le 25 janvier 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a exprimé ses regrets devant les profondes modifications envisagées dans l’immeuble situé en second front bâti, au 49 rue Blanche (9e arr.). Le bâtiment, fondé sur les caves d’anciens hôtels particuliers, a été construit en 1936 par l’architecte Louis Paul Sézille pour l’Union des Aveugles de Guerre (fondée en 1920). Cet élégant ensemble bâti a la qualité, mais aussi l’inconvénient, d’avoir été conçu pour s’adapter au mieux à l’hébergement de personnes non-voyantes. Sa reconversion, en vue de l’accueil d’une autre forme de handicap, constitue une perte, avec notamment la disparition du bel escalier central à double sens débouchant vers le jardin ainsi que la perte irréversible du volume à l’italienne, en double hauteur, de la grande salle des fêtes située au rez-de-chaussée.",Vœu,XX,1936,Union des Aveugles de Guerre,Louis Paul Sézille,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/3ffb28df3d536770eb3b3caf65221406.pdf,Disponible,Feature,"[2.3314211551870847, 48.880899752308565]",Point,2.3314211551870847,48.880899752308565
2010,2010-09-15,30 rue Desnouettes,30-32 rue Desnouettes,75015,['Aucune'],"La Commission du Vieux Paris, réunie le 15 septembre 2010 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a examiné le nouveau projet de réhabilitation et d’isolation d’une maison sise 30-32, rue Desnouettes, dans le 15e arrondissement.Prenant acte de l’évolution du projet, qui renonce à l’isolation par l’extérieur du bâtiment, au profit d’une solution par l’intérieur permettant de conserver la modénature de l’édifice, la Commission a levé le vœu du 17 mars 2009 qui demandait la recherche d’une solution d’isolation plus respectueuse des façades  existantes.",Vœu,XX,,,,ITE,,,https://cdn.paris.fr/paris/2020/02/26/e01b90900ead655d5dc7870afc3bb82e.pdf,Disponible,Feature,"[2.290521690869009, 48.83609124595633]",Point,2.290521690869009,48.83609124595633
2006,2006-03-23,116 avenue des Champs-Elysées,,75008,['Aucune'],"La Commission du vieux Paris, réunie le 23 mars 2006 à l’Hôtel de Ville sous la présidence de M. Jacques Bravo, maire du 9ème arrondissement , a recommandé le maintien de l’appartement en duplex occupant les deux derniers niveaux ainsi que la terrasse accessible en toiture de l’immeuble construit dans la seconde moitié du XIXe siècle, surélevé et modifié en façade sur rue par les architectes Fournez et Sainsaulieu en 1929 au 116 avenue des Champs Elysées (8e arr.). Cette disposition est un élément caractéristique de l’architecture des années 30 qu’il convient de conserver.",Vœu,XIX,,,Fournez  ; Sainsaulieu,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/dcb1cdd336716ec8b00016aeb0d9d85f.pdf,Disponible,Feature,"[2.3009552387579904, 48.87225996660764]",Point,2.3009552387579904,48.87225996660764
2007,2007-09-18,10 rue de la Croix Saint-Simon,119t-127b rue d'Avron / 10-14-22 rue de la Croix Saint-Simon,75020,['Aucune'],,Pas de résolution,XX,,hôpital de la Croix Saint-Simon,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/65beb107ef9153ac0a4a6d9dc498c6a5.pdf,Disponible,Feature,"[2.4073418498996246, 48.85414327218294]",Point,2.4073418498996246,48.85414327218294
2006,2006-03-23,1 cour Bérard,1 cour Bérard  / 10 impasse Guéménée,75004,['Plan de sauvegarde et de mise en valeur'],"La Commission du vieux Paris, réunie le 23 mars 2006 à l’Hôtel de Ville sous la présidence de M. Jacques Bravo, maire du 9ème arrondissement, a approuvé le nouveau projet proposé pour l’immeuble conçu en 1982 par les architectes Ismène et Gérard Benoît au 1 cour Bérard et 10 impasse Guéménée (4e arr.), considérant qu’un effort a été fourni afin de conserver le caractère original de la façade, notamment en réinterprétant le principe des lucarnes vitrées existantes.",Vœu,XX,1982,,Ismène et Gérard Benoit,Façade,,,https://cdn.paris.fr/paris/2019/07/24/dcb1cdd336716ec8b00016aeb0d9d85f.pdf,Disponible,Feature,"[2.3660807577056526, 48.8543651348507]",Point,2.3660807577056526,48.8543651348507
2006,2006-10-24,48 rue du Faubourg Poissonnière,,75010,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 24 octobre 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a recommandé la conservation des proportions des baies, des persiennes, des conduits et des cheminées existantes au 48 rue du Faubourg Poissonnière (10e arr.), immeuble protégé au titre du PLU.",Vœu,XIX,,,,Démolition partielle,Façade,,https://cdn.paris.fr/paris/2019/07/24/d1a70213e08d1d4c05c437f1903b5975.pdf,Disponible,Feature,"[2.3480644452898938, 48.87434313472058]",Point,2.3480644452898938,48.87434313472058
2006,2006-10-24,8B cité de Trévise,8b-8t cité de Trévise,75009,,"La Commission du vieux Paris, réunie le 24 octobre 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu contre l'implantation d'un ascenseur dans le vide de cage d'escalier circulaire de cet immeuble Restauration au 8B-8T cité de Trévise (9e arr.).",Vœu,XIX,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/d1a70213e08d1d4c05c437f1903b5975.pdf,Disponible,Feature,"[2.3467030962272943, 48.87459884804996]",Point,2.3467030962272943,48.87459884804996
2009,2009-05-14,23 rue Saint-Lazare,23-27 rue Saint-Lazare  / 32-34 rue de Châteaudun,75009,['Inscrit Monument historique'],,Pas de résolution,XIX,,,A. Kauffmann,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/017197efdff5751646827efe290afe95.pdf,Disponible,Feature,"[2.3367067137866475, 48.87666772073462]",Point,2.3367067137866475,48.87666772073462
2008,2008-10-14,8 rue Chaptal,,75009,['Aucune'],,Pas de résolution,XIX,,,,Démolition partielle,,,Non disponible,Non disponible,Feature,"[2.3339565420523214, 48.88075238121385]",Point,2.3339565420523214,48.88075238121385
